model_df1,TD_df1_alphaa,TD_df1_alphab,model_df2,TD_df2_alphaa,TD_df2_alphab
14.079247401103189,9.612451667949095,9.612451667949095,19.623398258388857,0.75609632111721,0.75609632111721
10.114317902072045,9.612451667949095,9.612451667949095,16.437515153949395,0.75609632111721,0.75609632111721
6.572847707553059,9.612451667949095,9.612451667949095,12.428274234742121,0.75609632111721,0.75609632111721
7.1262590882607215,9.612451667949095,9.612451667949095,1.7125562419625706,0.75609632111721,0.75609632111721
7.326492765300381,9.612451667949095,9.612451667949095,7.18964208880136,0.75609632111721,1.018409041146553
7.429864595620181,9.612451667949095,9.612451667949095,0.30983261886394775,0.75609632111721,1.018409041146553
7.4929717948964285,9.612451667949095,9.612451667949095,0.37497867410583685,0.75609632111721,1.018409041146553
7.535505258111014,9.612451667949095,9.612451667949095,0.4145278981043687,0.75609632111721,1.018409041146553
3.6880711074139167,9.612451667949095,9.612451667949095,0.40452909140821275,0.75609632111721,1.018409041146553
7.964284417763876,9.612451667949095,9.612451667949095,0.4263568703428343,0.75609632111721,2.3140808027538693
8.189259958608352,9.612451667949095,9.612451667949095,0.4426467234583621,0.75609632111721,6.353649344806028
8.275438730974933,9.612451667949095,9.612451667949095,0.45572862731348485,0.75609632111721,9.154564502959973
8.321003087286012,9.612451667949095,9.612451667949095,0.4446374417495287,0.75609632111721,33.51835158280359
6.1096126156905095,9.612451667949095,9.612451667949095,0.45996111196225187,0.75609632111721,33.51835158280359
8.750691474353737,9.612451667949095,9.612451667949095,0.4683301595976821,0.75609632111721,100.74093937061541
8.783973074865488,9.612451667949095,9.612451667949095,0.4693217033350612,0.75609632111721,100.74093937061541
8.78923408473145,9.612451667949095,9.612451667949095,0.42412164753948406,0.75609632111721,100.74093937061541
8.784236482703612,9.612451667949095,9.612451667949095,0.3860077109285855,0.75609632111721,100.74093937061541
8.79092872506076,9.612451667949095,9.612451667949095,0.3971528156344918,0.75609632111721,100.74093937061541
8.777142210950572,9.612451667949095,13.137177063164888,0.40677993861779127,0.75609632111721,100.74093937061541
7.4926808714445805,8.480266114427405,13.137177063164888,0.3768453549291666,0.75609632111721,100.74093937061541
5.040777912081969,8.34575932181082,13.137177063164888,0.3504078282811638,0.75609632111721,100.74093937061541
7.071513718320606,8.793265545712462,38.633074446926756,0.36099196529632593,0.75609632111721,100.74093937061541
3.437853357627172,8.793265545712462,38.633074446926756,0.3381378574471534,0.75609632111721,100.74093937061541
3.842904788692399,8.793265545712462,38.633074446926756,0.31754944567936666,0.75609632111721,100.74093937061541
4.26436901253243,8.793265545712462,38.633074446926756,0.2989044972787595,0.75609632111721,100.74093937061541
4.630421652000543,8.793265545712462,68.20088039156306,0.30430006003760557,0.75609632111721,100.74093937061541
2.778444229380151,7.87940942804629,68.20088039156306,0.29317735966778846,0.75609632111721,100.74093937061541
2.0272251196277864,7.55823165023865,68.20088039156306,0.30898793286402215,0.75609632111721,100.74093937061541
1.489457452654329,7.8669707182608875,117.31666855619238,0.32516093673660107,0.75609632111721,200.2375562928149
2.6980996807257496,7.8669707182608875,159.31871373592674,0.3048340418179683,0.75609632111721,391.28605675569804
1.767816621106829,7.23697962440235,159.31871373592674,0.3078929325572004,0.75609632111721,391.28605675569804
1.3720060598970685,7.23697962440235,159.31871373592674,0.32315614237142176,0.75609632111721,391.28605675569804
1.0297861788948053,7.23697962440235,204.54355580989773,0.3373902015251966,0.75609632111721,391.28605675569804
1.7378823061680704,7.23697962440235,227.72330106650253,0.3506959218674548,0.75609632111721,391.28605675569804
1.1310413683846745,7.23697962440235,227.72330106650253,0.3631613436825818,0.75609632111721,391.28605675569804
0.8522084855415413,7.23697962440235,227.72330106650253,0.3748637005636035,0.75609632111721,391.28605675569804
1.2638079204697004,7.23697962440235,245.96715658695305,0.38587103127241673,0.75609632111721,391.28605675569804
1.1130189992254804,7.23697962440235,245.96715658695305,0.3962435107276243,0.75609632111721,626.288987112502
0.9263581588910679,7.23697962440235,237.3917261272804,0.3569181787899005,0.75609632111721,626.288987112502
1.0420479227411565,7.23697962440235,217.1332249849224,0.32556639757612715,0.75609632111721,626.288987112502
1.256260638953993,7.23697962440235,215.78775661768034,0.31245154564015576,0.75609632111721,626.288987112502
1.454766947982395,7.23697962440235,215.78775661768034,0.3062081443988631,0.75609632111721,626.288987112502
1.0935030940676311,7.23697962440235,206.9654078714649,0.31813794166148457,0.75609632111721,1938.7688845215603
1.3787533284636506,7.23697962440235,191.78997641149664,0.30623633058060684,0.75609632111721,3458.5456388002176
1.553375148007352,7.23697962440235,188.72117861679035,0.3212118942649913,0.75609632111721,3458.5456388002176
1.2573258187189253,7.23697962440235,172.2560567609326,0.33282566990399526,0.75609632111721,8356.49692487954
1.4833495169788566,7.23697962440235,154.35847816824122,0.34457978166333103,0.75609632111721,13586.339159850251
1.2395268639392256,7.23697962440235,134.96416204259603,0.32825869409097735,0.75609632111721,13586.339159850251
1.4245562127486577,7.23697962440235,126.38188332334882,0.305288140806526,0.75609632111721,13586.339159850251
1.5731587778245952,7.23697962440235,119.79749041374143,0.3147066557633602,0.75609632111721,13586.339159850251
1.7135813196086866,7.23697962440235,119.79749041374143,0.32369764068737994,0.75609632111721,13887.461339689047
1.4982366918126013,7.23697962440235,111.48249025416607,0.31107973817983914,0.75609632111721,13887.461339689047
1.3322319321845768,7.23697962440235,111.48249025416607,0.3177985935698799,0.75609632111721,13887.461339689047
1.4948297024228747,7.23697962440235,105.39594874926473,0.32419130664021567,0.75609632111721,13887.461339689047
1.6238772069234235,7.23697962440235,105.39594874926473,0.33028109843895664,0.75609632111721,18853.700740378998
1.4331804061322417,7.23697962440235,98.19383783590827,0.30789658303376366,0.75609632111721,18853.700740378998
1.5709966396662924,7.23697962440235,91.3938276903161,0.3035328769064083,0.75609632111721,21660.36143018244
1.4048823698566135,7.23697962440235,84.06756199606212,0.3237465752953704,0.75609632111721,34560.770597746974
1.5239413881827355,7.23697962440235,79.81648894616471,0.3410931534752544,0.75609632111721,62634.13823825317
1.6381495792177123,7.23697962440235,78.50186252148447,0.3311846900662755,0.75609632111721,62634.13823825317
1.7474045890066314,7.23697962440235,78.50186252148447,0.3363437602357618,0.75609632111721,62634.13823825317
1.5949401286176075,7.23697962440235,73.6261912132029,0.34129577958883744,0.75609632111721,97896.77108473683
1.4608349527753965,7.23697962440235,73.6261912132029,0.3229236963699747,0.75609632111721,141640.98270957932
1.3326077260204672,7.23697962440235,73.6261912132029,0.34283769962121585,0.75609632111721,183119.43051317948
1.2098802824255426,7.23697962440235,73.6261912132029,0.3282534214840939,0.75609632111721,183119.43051317948
1.0923062147495193,7.23697962440235,73.6261912132029,0.3210803567386599,0.75609632111721,183119.43051317948
1.2179174626943956,7.23697962440235,71.17305282066079,0.31415109506981165,0.75609632111721,183119.43051317948
1.3220821573685688,7.23697962440235,71.17305282066079,0.3074534032021395,0.75609632111721,207088.66836274872
1.1800244134504982,7.23697962440235,67.02731704480692,0.3256663224199522,0.75609632111721,212340.1146048648
1.0715037875190427,7.23697962440235,66.74094787645791,0.31304371097449185,0.75609632111721,212340.1146048648
